Time;In - ether1;In - sfp-sfpplus4 - modem;In - l2tp-out1;In - sfp1 - lantai 1;In - sfp2 - lantai 2;In - sfp3 - lantai 3;In - sfp4 - lantai 4;In - sfp5 - lantai 5;In - sfp-sfpplus1 - lantai 6;In - sfp-sfpplus2 - lantai 7;In - sfp-sfpplus3;Out - ether1;Out - sfp-sfpplus4 - modem;Out - l2tp-out1;Out - sfp1 - lantai 1;Out - sfp2 - lantai 2;Out - sfp3 - lantai 3;Out - sfp4 - lantai 4;Out - sfp5 - lantai 5;Out - sfp-sfpplus1 - lantai 6;Out - sfp-sfpplus2 - lantai 7;Out - sfp-sfpplus3
24/04/2024 20:25;0 b/s;15.8 Mb/s;0 b/s;11.8 kb/s;523 kb/s;64.1 kb/s;274 kb/s;366 kb/s;560 kb/s;56.1 kb/s;0 b/s;0 b/s;-1.2 Mb/s;0 b/s;-45 kb/s;-1.1 Mb/s;-874 kb/s;-80 kb/s;-3.5 Mb/s;-8.9 Mb/s;-17 kb/s;0 b/s
24/04/2024 20:30;0 b/s;6.24 Mb/s;0 b/s;5.60 kb/s;523 kb/s;61.9 kb/s;247 kb/s;2.97 Mb/s;85.4 kb/s;54.8 kb/s;0 b/s;0 b/s;-3.5 Mb/s;0 b/s;-35 kb/s;-589 kb/s;-283 kb/s;-75 kb/s;-4.7 Mb/s;-416 kb/s;-250 kb/s;0 b/s
24/04/2024 20:35;0 b/s;4.96 Mb/s;0 b/s;19.1 kb/s;682 kb/s;138 kb/s;341 kb/s;3.54 Mb/s;189 kb/s;55.5 kb/s;0 b/s;0 b/s;-4.3 Mb/s;0 b/s;-47 kb/s;-1.5 Mb/s;-791 kb/s;-93 kb/s;-2.6 Mb/s;-74 kb/s;-16 kb/s;0 b/s
24/04/2024 20:40;0 b/s;3.18 Mb/s;0 b/s;91.4 kb/s;344 kb/s;45.4 kb/s;299 kb/s;151 kb/s;336 kb/s;54.7 kb/s;0 b/s;0 b/s;-797 kb/s;0 b/s;-675 kb/s;-951 kb/s;-9.4 kb/s;-90 kb/s;-160 kb/s;-984 kb/s;-23 kb/s;0 b/s
24/04/2024 20:45;0 b/s;17.0 Mb/s;0 b/s;52.7 kb/s;551 kb/s;197 kb/s;9.48 kb/s;48.3 kb/s;962 kb/s;38.0 kb/s;0 b/s;0 b/s;-1.5 Mb/s;0 b/s;-89 kb/s;-2.9 Mb/s;-52 kb/s;-1.6 kb/s;-15 kb/s;-11 Mb/s;-12 kb/s;0 b/s
24/04/2024 20:50;0 b/s;21.0 Mb/s;0 b/s;32.3 kb/s;1.41 Mb/s;43.3 kb/s;10.2 kb/s;44.3 kb/s;604 kb/s;44.1 kb/s;0 b/s;0 b/s;-2.0 Mb/s;0 b/s;-65 kb/s;-5.8 Mb/s;-16 kb/s;-1.7 kb/s;-13 kb/s;-10 Mb/s;-18 kb/s;0 b/s
24/04/2024 20:55;0 b/s;24.4 Mb/s;0 b/s;117 kb/s;1.02 Mb/s;407 kb/s;149 kb/s;44.7 kb/s;381 kb/s;47.0 kb/s;0 b/s;0 b/s;-1.7 Mb/s;0 b/s;-1.3 Mb/s;-13 Mb/s;-1.6 Mb/s;-1.0 Mb/s;-12 kb/s;-4.8 Mb/s;-15 kb/s;0 b/s
24/04/2024 21:00;0 b/s;11.1 Mb/s;0 b/s;13.5 kb/s;602 kb/s;213 kb/s;9.53 kb/s;43.9 kb/s;406 kb/s;43.6 kb/s;0 b/s;0 b/s;-1.1 Mb/s;0 b/s;-56 kb/s;-2.0 Mb/s;-2.9 Mb/s;-1.7 kb/s;-11 kb/s;-4.8 Mb/s;-16 kb/s;0 b/s
24/04/2024 21:05;0 b/s;6.01 Mb/s;0 b/s;34.4 kb/s;418 kb/s;74.1 kb/s;4.44 kb/s;39.3 kb/s;151 kb/s;51.4 kb/s;0 b/s;0 b/s;-529 kb/s;0 b/s;-283 kb/s;-2.0 Mb/s;-128 kb/s;-1.9 kb/s;-9.7 kb/s;-2.5 Mb/s;-19 kb/s;0 b/s
24/04/2024 21:10;0 b/s;5.21 Mb/s;0 b/s;23.3 kb/s;737 kb/s;637 kb/s;4.48 kb/s;47.2 kb/s;20.2 kb/s;50.1 kb/s;0 b/s;0 b/s;-1.3 Mb/s;0 b/s;-52 kb/s;-3.7 Mb/s;-743 kb/s;-1.6 kb/s;-17 kb/s;-2.1 kb/s;-32 kb/s;0 b/s
24/04/2024 21:15;0 b/s;3.85 Mb/s;0 b/s;11.2 kb/s;448 kb/s;105 kb/s;4.46 kb/s;49.3 kb/s;19.6 kb/s;48.6 kb/s;0 b/s;0 b/s;-482 kb/s;0 b/s;-44 kb/s;-2.1 Mb/s;-1.5 Mb/s;-1.6 kb/s;-13 kb/s;-2.1 kb/s;-21 kb/s;0 b/s
24/04/2024 21:20;0 b/s;5.39 Mb/s;0 b/s;73.8 kb/s;614 kb/s;191 kb/s;4.87 kb/s;46.6 kb/s;25.1 kb/s;50.5 kb/s;0 b/s;0 b/s;-811 kb/s;0 b/s;-694 kb/s;-1.5 Mb/s;-3.0 Mb/s;-2.0 kb/s;-12 kb/s;-3.5 kb/s;-17 kb/s;0 b/s
24/04/2024 21:25;0 b/s;1.83 Mb/s;0 b/s;12.9 kb/s;556 kb/s;37.9 kb/s;4.68 kb/s;47.4 kb/s;22.3 kb/s;83.8 kb/s;0 b/s;0 b/s;-568 kb/s;0 b/s;-66 kb/s;-1.6 Mb/s;-10 kb/s;-2.1 kb/s;-15 kb/s;-3.4 kb/s;-213 kb/s;0 b/s
24/04/2024 21:30;0 b/s;6.59 Mb/s;0 b/s;99.7 kb/s;492 kb/s;35.0 kb/s;3.59 kb/s;40.1 kb/s;20.9 kb/s;121 kb/s;0 b/s;0 b/s;-643 kb/s;0 b/s;-1.5 Mb/s;-4.3 Mb/s;-8.9 kb/s;-1.1 kb/s;-9.9 kb/s;-2.4 kb/s;-552 kb/s;0 b/s
24/04/2024 21:35;0 b/s;8.90 Mb/s;0 b/s;55.4 kb/s;550 kb/s;11.2 kb/s;4.28 kb/s;17.5 kb/s;18.3 kb/s;252 kb/s;0 b/s;0 b/s;-783 kb/s;0 b/s;-1.2 Mb/s;-2.2 Mb/s;-4.3 kb/s;-1.5 kb/s;-6.5 kb/s;-1.8 kb/s;-5.3 Mb/s;0 b/s
24/04/2024 21:40;0 b/s;1.37 Mb/s;0 b/s;7.89 kb/s;193 kb/s;24.1 kb/s;2.42 kb/s;11.7 kb/s;12.4 kb/s;23.1 kb/s;0 b/s;0 b/s;-174 kb/s;0 b/s;-101 kb/s;-1.0 Mb/s;-5.7 kb/s;-736 b/s;-6.9 kb/s;-2.7 kb/s;-4.5 kb/s;0 b/s
24/04/2024 21:45;0 b/s;13.4 Mb/s;0 b/s;26.1 kb/s;804 kb/s;13.5 kb/s;3.63 kb/s;22.8 kb/s;22.4 kb/s;48.8 kb/s;0 b/s;0 b/s;-800 kb/s;0 b/s;-182 kb/s;-12 Mb/s;-4.6 kb/s;-1.3 kb/s;-6.9 kb/s;-2.2 kb/s;-18 kb/s;0 b/s
24/04/2024 21:50;0 b/s;1.11 Mb/s;0 b/s;8.22 kb/s;450 kb/s;38.8 kb/s;4.76 kb/s;16.8 kb/s;21.3 kb/s;46.8 kb/s;0 b/s;0 b/s;-436 kb/s;0 b/s;-27 kb/s;-1.1 Mb/s;-20 kb/s;-2.2 kb/s;-7.3 kb/s;-2.7 kb/s;-17 kb/s;0 b/s
24/04/2024 21:55;0 b/s;2.75 Mb/s;0 b/s;44.5 kb/s;310 kb/s;31.3 kb/s;4.28 kb/s;15.4 kb/s;21.5 kb/s;35.8 kb/s;0 b/s;0 b/s;-330 kb/s;0 b/s;-694 kb/s;-1.6 Mb/s;-465 kb/s;-1.5 kb/s;-5.1 kb/s;-2.7 kb/s;-7.0 kb/s;0 b/s
24/04/2024 22:00;0 b/s;7.91 Mb/s;0 b/s;5.01 kb/s;726 kb/s;29.9 kb/s;5.92 kb/s;15.7 kb/s;19.4 kb/s;58.2 kb/s;0 b/s;0 b/s;-718 kb/s;0 b/s;-28 kb/s;-6.9 Mb/s;-12 kb/s;-3.2 kb/s;-5.0 kb/s;-2.3 kb/s;-29 kb/s;0 b/s
24/04/2024 22:05;0 b/s;1.63 Mb/s;0 b/s;11.0 kb/s;581 kb/s;8.99 kb/s;4.13 kb/s;15.0 kb/s;18.3 kb/s;48.5 kb/s;0 b/s;0 b/s;-553 kb/s;0 b/s;-76 kb/s;-1.6 Mb/s;-3.5 kb/s;-1.8 kb/s;-5.4 kb/s;-2.5 kb/s;-20 kb/s;0 b/s
24/04/2024 22:10;0 b/s;8.88 Mb/s;0 b/s;4.31 kb/s;641 kb/s;8.05 kb/s;4.19 kb/s;16.6 kb/s;19.8 kb/s;47.2 kb/s;0 b/s;0 b/s;-615 kb/s;0 b/s;-27 kb/s;-8.3 Mb/s;-2.0 kb/s;-1.3 kb/s;-6.0 kb/s;-2.3 kb/s;-16 kb/s;0 b/s
24/04/2024 22:15;0 b/s;5.02 Mb/s;0 b/s;28.3 kb/s;665 kb/s;10.0 kb/s;5.52 kb/s;15.6 kb/s;27.9 kb/s;41.4 kb/s;0 b/s;0 b/s;-655 kb/s;0 b/s;-268 kb/s;-4.2 Mb/s;-4.5 kb/s;-3.2 kb/s;-5.8 kb/s;-8.5 kb/s;-9.6 kb/s;0 b/s
24/04/2024 22:20;0 b/s;4.27 Mb/s;0 b/s;24.7 kb/s;367 kb/s;109 kb/s;4.70 kb/s;16.6 kb/s;18.7 kb/s;39.8 kb/s;0 b/s;0 b/s;-469 kb/s;0 b/s;-364 kb/s;-1.9 Mb/s;-1.8 Mb/s;-2.2 kb/s;-6.1 kb/s;-2.4 kb/s;-14 kb/s;0 b/s
24/04/2024 22:25;0 b/s;15.1 Mb/s;0 b/s;5.18 kb/s;861 kb/s;13.5 kb/s;5.45 kb/s;15.8 kb/s;18.6 kb/s;42.8 kb/s;0 b/s;0 b/s;-830 kb/s;0 b/s;-29 kb/s;-11 Mb/s;-6.4 kb/s;-3.3 kb/s;-5.4 kb/s;-2.0 kb/s;-13 kb/s;0 b/s
24/04/2024 22:30;0 b/s;16.9 Mb/s;0 b/s;4.53 kb/s;1.03 Mb/s;8.80 kb/s;4.91 kb/s;20.9 kb/s;19.5 kb/s;45.6 kb/s;0 b/s;0 b/s;-1.0 Mb/s;0 b/s;-28 kb/s;-14 Mb/s;-2.2 kb/s;-1.9 kb/s;-8.8 kb/s;-2.1 kb/s;-17 kb/s;0 b/s
24/04/2024 22:35;0 b/s;1.93 Mb/s;0 b/s;6.13 kb/s;493 kb/s;9.04 kb/s;4.49 kb/s;15.5 kb/s;21.2 kb/s;36.3 kb/s;0 b/s;0 b/s;-451 kb/s;0 b/s;-34 kb/s;-1.8 Mb/s;-3.0 kb/s;-2.1 kb/s;-5.4 kb/s;-5.4 kb/s;-7.0 kb/s;0 b/s
24/04/2024 22:40;0 b/s;1.60 Mb/s;0 b/s;4.13 kb/s;551 kb/s;8.52 kb/s;4.63 kb/s;32.9 kb/s;17.8 kb/s;175 kb/s;0 b/s;0 b/s;-648 kb/s;0 b/s;-24 kb/s;-1.6 Mb/s;-3.2 kb/s;-2.5 kb/s;-17 kb/s;-2.0 kb/s;-41 kb/s;0 b/s
24/04/2024 22:45;0 b/s;1.79 Mb/s;0 b/s;7.58 kb/s;584 kb/s;12.5 kb/s;5.00 kb/s;19.5 kb/s;18.9 kb/s;43.6 kb/s;0 b/s;0 b/s;-559 kb/s;0 b/s;-23 kb/s;-1.8 Mb/s;-4.9 kb/s;-2.9 kb/s;-6.9 kb/s;-2.1 kb/s;-12 kb/s;0 b/s
24/04/2024 22:50;0 b/s;3.48 Mb/s;0 b/s;4.62 kb/s;578 kb/s;133 kb/s;4.41 kb/s;18.7 kb/s;18.0 kb/s;40.5 kb/s;0 b/s;0 b/s;-666 kb/s;0 b/s;-28 kb/s;-1.5 Mb/s;-1.9 Mb/s;-1.7 kb/s;-9.3 kb/s;-1.6 kb/s;-25 kb/s;0 b/s
24/04/2024 22:55;0 b/s;1.17 Mb/s;0 b/s;5.31 kb/s;229 kb/s;43.5 kb/s;3.92 kb/s;15.9 kb/s;20.8 kb/s;44.9 kb/s;0 b/s;0 b/s;-242 kb/s;0 b/s;-30 kb/s;-971 kb/s;-200 kb/s;-1.8 kb/s;-5.5 kb/s;-5.3 kb/s;-18 kb/s;0 b/s
24/04/2024 23:00;0 b/s;3.12 Mb/s;0 b/s;3.92 kb/s;502 kb/s;29.7 kb/s;3.50 kb/s;21.4 kb/s;17.9 kb/s;44.6 kb/s;0 b/s;0 b/s;-535 kb/s;0 b/s;-27 kb/s;-2.3 Mb/s;-539 kb/s;-1.4 kb/s;-10 kb/s;-2.8 kb/s;-58 kb/s;0 b/s
24/04/2024 23:05;0 b/s;2.04 Mb/s;0 b/s;5.79 kb/s;631 kb/s;54.4 kb/s;4.03 kb/s;16.6 kb/s;18.5 kb/s;73.8 kb/s;0 b/s;0 b/s;-640 kb/s;0 b/s;-33 kb/s;-1.3 Mb/s;-760 kb/s;-1.8 kb/s;-5.8 kb/s;-2.1 kb/s;-31 kb/s;0 b/s
24/04/2024 23:10;0 b/s;855 kb/s;0 b/s;4.47 kb/s;480 kb/s;22.2 kb/s;4.23 kb/s;17.0 kb/s;18.8 kb/s;44.5 kb/s;0 b/s;0 b/s;-473 kb/s;0 b/s;-28 kb/s;-807 kb/s;-57 kb/s;-1.5 kb/s;-8.2 kb/s;-4.6 kb/s;-16 kb/s;0 b/s
24/04/2024 23:15;0 b/s;2.01 Mb/s;0 b/s;5.03 kb/s;123 kb/s;48.5 kb/s;6.08 kb/s;18.0 kb/s;20.9 kb/s;51.2 kb/s;0 b/s;0 b/s;-149 kb/s;0 b/s;-28 kb/s;-1.3 Mb/s;-756 kb/s;-3.9 kb/s;-8.4 kb/s;-2.4 kb/s;-19 kb/s;0 b/s
24/04/2024 23:20;0 b/s;1.69 Mb/s;0 b/s;3.97 kb/s;549 kb/s;46.4 kb/s;3.97 kb/s;19.1 kb/s;18.4 kb/s;39.3 kb/s;0 b/s;0 b/s;-567 kb/s;0 b/s;-28 kb/s;-1.0 Mb/s;-707 kb/s;-1.4 kb/s;-13 kb/s;-2.4 kb/s;-14 kb/s;0 b/s
24/04/2024 23:25;0 b/s;1.91 Mb/s;0 b/s;13.1 kb/s;538 kb/s;24.2 kb/s;3.84 kb/s;16.7 kb/s;19.2 kb/s;14.8 kb/s;0 b/s;0 b/s;-533 kb/s;0 b/s;-37 kb/s;-1.2 Mb/s;-728 kb/s;-1.3 kb/s;-5.7 kb/s;-2.2 kb/s;-2.5 kb/s;0 b/s
24/04/2024 23:30;0 b/s;3.11 Mb/s;0 b/s;37.9 kb/s;700 kb/s;48.3 kb/s;4.12 kb/s;21.0 kb/s;62.6 kb/s;39.4 kb/s;0 b/s;0 b/s;-741 kb/s;0 b/s;-62 kb/s;-2.4 Mb/s;-670 kb/s;-1.4 kb/s;-8.8 kb/s;-21 kb/s;-6.4 kb/s;0 b/s
24/04/2024 23:35;0 b/s;3.20 Mb/s;0 b/s;10.5 kb/s;454 kb/s;8.46 kb/s;11.2 kb/s;18.6 kb/s;33.2 kb/s;11.5 kb/s;0 b/s;0 b/s;-410 kb/s;0 b/s;-34 kb/s;-2.9 Mb/s;-2.4 kb/s;-2.8 kb/s;-8.4 kb/s;-9.8 kb/s;-772 b/s;0 b/s
24/04/2024 23:40;0 b/s;14.1 Mb/s;0 b/s;4.24 kb/s;922 kb/s;9.37 kb/s;4.39 kb/s;17.8 kb/s;20.9 kb/s;11.0 kb/s;0 b/s;0 b/s;-885 kb/s;0 b/s;-27 kb/s;-14 Mb/s;-3.4 kb/s;-2.1 kb/s;-8.6 kb/s;-3.5 kb/s;-957 b/s;0 b/s
24/04/2024 23:45;0 b/s;12.0 Mb/s;0 b/s;5.91 kb/s;818 kb/s;37.8 kb/s;4.19 kb/s;21.3 kb/s;24.2 kb/s;13.5 kb/s;0 b/s;0 b/s;-819 kb/s;0 b/s;-34 kb/s;-11 Mb/s;-671 kb/s;-2.0 kb/s;-7.3 kb/s;-5.0 kb/s;-2.1 kb/s;0 b/s
24/04/2024 23:50;0 b/s;3.95 Mb/s;0 b/s;4.70 kb/s;344 kb/s;31.1 kb/s;4.41 kb/s;45.4 kb/s;29.7 kb/s;11.1 kb/s;0 b/s;0 b/s;-364 kb/s;0 b/s;-30 kb/s;-3.5 Mb/s;-408 kb/s;-1.7 kb/s;-31 kb/s;-8.2 kb/s;-755 b/s;0 b/s
24/04/2024 23:55;0 b/s;6.56 Mb/s;0 b/s;39.2 kb/s;869 kb/s;9.54 kb/s;4.15 kb/s;16.0 kb/s;26.6 kb/s;12.3 kb/s;0 b/s;0 b/s;-872 kb/s;0 b/s;-70 kb/s;-5.9 Mb/s;-3.1 kb/s;-1.7 kb/s;-5.1 kb/s;-6.5 kb/s;-1.5 kb/s;0 b/s
25/04/2024 00:00;0 b/s;3.50 Mb/s;0 b/s;4.33 kb/s;402 kb/s;9.22 kb/s;3.81 kb/s;20.2 kb/s;23.7 kb/s;10.9 kb/s;0 b/s;0 b/s;-339 kb/s;0 b/s;-28 kb/s;-2.9 Mb/s;-4.7 kb/s;-1.3 kb/s;-6.4 kb/s;-5.8 kb/s;-941 b/s;0 b/s
25/04/2024 00:05;0 b/s;8.80 Mb/s;0 b/s;5.67 kb/s;780 kb/s;8.55 kb/s;3.94 kb/s;21.6 kb/s;22.7 kb/s;19.3 kb/s;0 b/s;0 b/s;-748 kb/s;0 b/s;-34 kb/s;-7.9 Mb/s;-2.6 kb/s;-1.5 kb/s;-9.5 kb/s;-5.4 kb/s;-4.4 kb/s;0 b/s
25/04/2024 00:10;0 b/s;7.85 Mb/s;0 b/s;4.14 kb/s;593 kb/s;96.5 kb/s;6.04 kb/s;18.9 kb/s;29.3 kb/s;14.5 kb/s;0 b/s;0 b/s;-644 kb/s;0 b/s;-27 kb/s;-6.6 Mb/s;-1.0 Mb/s;-3.6 kb/s;-7.0 kb/s;-8.9 kb/s;-2.0 kb/s;0 b/s
25/04/2024 00:15;0 b/s;4.86 Mb/s;0 b/s;5.83 kb/s;687 kb/s;64.0 kb/s;3.81 kb/s;21.0 kb/s;23.8 kb/s;11.1 kb/s;0 b/s;0 b/s;-705 kb/s;0 b/s;-34 kb/s;-4.0 Mb/s;-852 kb/s;-1.3 kb/s;-6.8 kb/s;-5.8 kb/s;-928 b/s;0 b/s
25/04/2024 00:20;0 b/s;2.56 Mb/s;0 b/s;5.01 kb/s;622 kb/s;32.7 kb/s;4.24 kb/s;25.4 kb/s;26.3 kb/s;11.1 kb/s;0 b/s;0 b/s;-582 kb/s;0 b/s;-28 kb/s;-2.1 Mb/s;-418 kb/s;-1.5 kb/s;-13 kb/s;-4.6 kb/s;-591 b/s;0 b/s
25/04/2024 00:25;0 b/s;5.75 Mb/s;0 b/s;5.93 kb/s;667 kb/s;28.1 kb/s;3.80 kb/s;24.7 kb/s;28.3 kb/s;17.1 kb/s;0 b/s;0 b/s;-656 kb/s;0 b/s;-34 kb/s;-5.1 Mb/s;-11 kb/s;-1.3 kb/s;-31 kb/s;-6.7 kb/s;-3.4 kb/s;0 b/s
25/04/2024 00:30;0 b/s;9.09 Mb/s;0 b/s;4.57 kb/s;605 kb/s;51.7 kb/s;4.37 kb/s;20.6 kb/s;25.9 kb/s;10.6 kb/s;0 b/s;0 b/s;-618 kb/s;0 b/s;-29 kb/s;-8.3 Mb/s;-770 kb/s;-1.6 kb/s;-6.5 kb/s;-4.9 kb/s;-554 b/s;0 b/s
25/04/2024 00:35;0 b/s;15.0 Mb/s;0 b/s;6.10 kb/s;469 kb/s;56.8 kb/s;4.14 kb/s;16.5 kb/s;25.9 kb/s;10.9 kb/s;0 b/s;0 b/s;-480 kb/s;0 b/s;-35 kb/s;-14 Mb/s;-813 kb/s;-1.4 kb/s;-6.0 kb/s;-5.7 kb/s;-689 b/s;0 b/s
25/04/2024 00:40;0 b/s;12.3 Mb/s;0 b/s;4.84 kb/s;733 kb/s;40.0 kb/s;12.3 kb/s;16.5 kb/s;23.0 kb/s;10.2 kb/s;0 b/s;0 b/s;-718 kb/s;0 b/s;-27 kb/s;-12 Mb/s;-48 kb/s;-12 kb/s;-5.6 kb/s;-3.7 kb/s;-185 b/s;0 b/s
25/04/2024 00:45;0 b/s;1.44 Mb/s;0 b/s;5.74 kb/s;533 kb/s;9.21 kb/s;3.68 kb/s;20.4 kb/s;24.2 kb/s;10.7 kb/s;0 b/s;0 b/s;-504 kb/s;0 b/s;-34 kb/s;-1.4 Mb/s;-3.3 kb/s;-1.3 kb/s;-6.4 kb/s;-6.6 kb/s;-689 b/s;0 b/s
25/04/2024 00:50;0 b/s;4.72 Mb/s;0 b/s;4.69 kb/s;747 kb/s;9.11 kb/s;5.77 kb/s;16.9 kb/s;25.3 kb/s;11.9 kb/s;0 b/s;0 b/s;-675 kb/s;0 b/s;-28 kb/s;-4.0 Mb/s;-2.4 kb/s;-2.7 kb/s;-5.0 kb/s;-6.3 kb/s;-962 b/s;0 b/s
25/04/2024 00:55;0 b/s;4.73 Mb/s;0 b/s;4.83 kb/s;676 kb/s;29.2 kb/s;5.23 kb/s;12.4 kb/s;31.6 kb/s;10.2 kb/s;0 b/s;0 b/s;-649 kb/s;0 b/s;-28 kb/s;-3.8 Mb/s;-421 kb/s;-2.6 kb/s;-2.8 kb/s;-7.8 kb/s;-185 b/s;0 b/s
25/04/2024 01:00;0 b/s;3.40 Mb/s;0 b/s;5.42 kb/s;698 kb/s;21.9 kb/s;3.81 kb/s;16.7 kb/s;23.8 kb/s;36.6 kb/s;0 b/s;0 b/s;-676 kb/s;0 b/s;-28 kb/s;-2.8 Mb/s;-247 kb/s;-1.3 kb/s;-4.0 kb/s;-4.7 kb/s;-12 kb/s;0 b/s
25/04/2024 01:05;0 b/s;2.85 Mb/s;0 b/s;2.13 kb/s;614 kb/s;92.3 kb/s;5.21 kb/s;13.5 kb/s;31.0 kb/s;11.4 kb/s;0 b/s;0 b/s;-626 kb/s;0 b/s;-11 kb/s;-1.8 Mb/s;-1.1 Mb/s;-1.9 kb/s;-3.5 kb/s;-11 kb/s;-1.0 kb/s;0 b/s
25/04/2024 01:10;0 b/s;4.04 Mb/s;0 b/s;3.28 kb/s;654 kb/s;77.2 kb/s;5.34 kb/s;14.1 kb/s;29.6 kb/s;18.7 kb/s;0 b/s;0 b/s;-676 kb/s;0 b/s;-15 kb/s;-2.3 Mb/s;-1.6 Mb/s;-1.8 kb/s;-3.8 kb/s;-8.4 kb/s;-5.3 kb/s;0 b/s
25/04/2024 01:15;0 b/s;10.0 Mb/s;0 b/s;3.37 kb/s;689 kb/s;693 kb/s;4.81 kb/s;13.1 kb/s;24.2 kb/s;10.7 kb/s;0 b/s;0 b/s;-646 kb/s;0 b/s;-17 kb/s;-7.4 Mb/s;-166 kb/s;-2.3 kb/s;-3.4 kb/s;-5.1 kb/s;-622 b/s;0 b/s
25/04/2024 01:20;0 b/s;3.22 Mb/s;0 b/s;4.52 kb/s;587 kb/s;456 kb/s;4.18 kb/s;16.5 kb/s;24.8 kb/s;10.0 kb/s;0 b/s;0 b/s;-536 kb/s;0 b/s;-27 kb/s;-2.7 Mb/s;-92 kb/s;-1.8 kb/s;-4.0 kb/s;-6.7 kb/s;0 b/s;0 b/s
25/04/2024 01:40;0 b/s;4.46 Mb/s;0 b/s;3.11 kb/s;653 kb/s;51.8 kb/s;4.04 kb/s;13.5 kb/s;28.2 kb/s;10.5 kb/s;0 b/s;0 b/s;-646 kb/s;0 b/s;-18 kb/s;-2.8 Mb/s;-1.5 Mb/s;-1.4 kb/s;-3.4 kb/s;-6.1 kb/s;-265 b/s;0 b/s
25/04/2024 01:45;0 b/s;2.48 Mb/s;0 b/s;5.56 kb/s;531 kb/s;34.6 kb/s;3.66 kb/s;12.2 kb/s;25.9 kb/s;10.1 kb/s;0 b/s;0 b/s;-518 kb/s;0 b/s;-30 kb/s;-2.3 Mb/s;-15 kb/s;-1.4 kb/s;-3.0 kb/s;-11 kb/s;-554 b/s;0 b/s
25/04/2024 01:55;0 b/s;1.08 Mb/s;0 b/s;5.69 kb/s;605 kb/s;33.5 kb/s;3.83 kb/s;50.5 kb/s;32.9 kb/s;10.6 kb/s;0 b/s;0 b/s;-50 kb/s;0 b/s;-28 kb/s;-208 kb/s;-22 kb/s;-1.5 kb/s;-1.0 Mb/s;-9.8 kb/s;-991 b/s;0 b/s
25/04/2024 02:00;0 b/s;3.09 Mb/s;0 b/s;2.08 kb/s;340 kb/s;24.9 kb/s;4.84 kb/s;67.5 kb/s;28.2 kb/s;10.2 kb/s;0 b/s;0 b/s;-369 kb/s;0 b/s;-12 kb/s;-1.6 Mb/s;-17 kb/s;-2.8 kb/s;-1.0 Mb/s;-7.6 kb/s;-341 b/s;0 b/s
25/04/2024 02:05;0 b/s;2.04 Mb/s;0 b/s;5.77 kb/s;294 kb/s;19.8 kb/s;8.48 kb/s;63.4 kb/s;25.6 kb/s;17.8 kb/s;0 b/s;0 b/s;-339 kb/s;0 b/s;-29 kb/s;-719 kb/s;-13 kb/s;-3.5 kb/s;-1.3 Mb/s;-6.8 kb/s;-4.6 kb/s;0 b/s
25/04/2024 02:10;0 b/s;2.02 Mb/s;0 b/s;3.39 kb/s;332 kb/s;23.3 kb/s;3.69 kb/s;53.8 kb/s;23.4 kb/s;19.2 kb/s;0 b/s;0 b/s;-372 kb/s;0 b/s;-21 kb/s;-1.1 Mb/s;-19 kb/s;-1.2 kb/s;-932 kb/s;-6.6 kb/s;-4.4 kb/s;0 b/s
25/04/2024 02:15;0 b/s;3.31 Mb/s;0 b/s;5.59 kb/s;481 kb/s;19.4 kb/s;3.70 kb/s;95.4 kb/s;24.5 kb/s;10.7 kb/s;0 b/s;0 b/s;-534 kb/s;0 b/s;-28 kb/s;-1.3 Mb/s;-12 kb/s;-1.3 kb/s;-1.5 Mb/s;-7.1 kb/s;-688 b/s;0 b/s
25/04/2024 02:20;0 b/s;13.8 kb/s;0 b/s;4.09 kb/s;44.6 kb/s;25.3 kb/s;6.44 kb/s;9.69 kb/s;27.4 kb/s;11.5 kb/s;0 b/s;0 b/s;-44 kb/s;0 b/s;-23 kb/s;-26 kb/s;-20 kb/s;-2.4 kb/s;-499 kb/s;-7.9 kb/s;-1.1 kb/s;0 b/s
25/04/2024 02:25;0 b/s;1.28 Mb/s;0 b/s;3.04 kb/s;118 kb/s;22.4 kb/s;5.42 kb/s;10.1 kb/s;19.1 kb/s;14.1 kb/s;0 b/s;0 b/s;-96 kb/s;0 b/s;-16 kb/s;-1.3 Mb/s;-16 kb/s;-2.8 kb/s;-1.7 kb/s;-5.0 kb/s;-4.6 kb/s;0 b/s
25/04/2024 02:30;0 b/s;1.41 Mb/s;0 b/s;4.28 kb/s;78.5 kb/s;28.2 kb/s;3.88 kb/s;15.1 kb/s;23.3 kb/s;9.54 kb/s;0 b/s;0 b/s;-57 kb/s;0 b/s;-23 kb/s;-1.2 Mb/s;-20 kb/s;-1.7 kb/s;-2.3 kb/s;-4.9 kb/s;-700 b/s;0 b/s
25/04/2024 02:35;0 b/s;758 kb/s;0 b/s;5.81 kb/s;52.3 kb/s;21.4 kb/s;8.66 kb/s;9.56 kb/s;24.2 kb/s;9.70 kb/s;0 b/s;0 b/s;-27 kb/s;0 b/s;-29 kb/s;-657 kb/s;-16 kb/s;-2.9 kb/s;-1.3 kb/s;-5.2 kb/s;-403 b/s;0 b/s
